"","Date","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"1062",2011-03-21,11.999643,12.133571,11.973571,12.117857,409402000,10.37621
"1063",2011-03-22,12.234286,12.236429,12.112143,12.185714,325922800,10.434314
"1064",2011-03-23,12.117143,12.150714,11.998214,12.113929,372996400,10.372848
"1065",2011-03-24,12.208929,12.357143,12.102143,12.320357,404712000,10.549605
"1066",2011-03-25,12.431071,12.573571,12.393571,12.555,448910000,10.750522
"1067",2011-03-28,12.6125,12.654286,12.515714,12.515714,309355200,10.716884
"1068",2011-03-29,12.416429,12.534286,12.359286,12.534286,352900800,10.732785
"1069",2011-03-30,12.522857,12.531429,12.408571,12.451071,329406000,10.66153
"1070",2011-03-31,12.37,12.492857,12.359286,12.446786,274019200,10.65786
"1071",2011-04-01,12.539643,12.556786,12.260714,12.305714,418661600,10.537066
"1072",2011-04-04,12.296786,12.307143,12.085714,12.185357,460084800,10.434008
"1073",2011-04-05,12.035357,12.223214,12,12.103214,482731200,10.363672
"1074",2011-04-06,12.186429,12.282143,12.040714,12.072857,402539200,10.337677
"1075",2011-04-07,12.075,12.158214,12.001071,12.074286,373447200,10.338898
"1076",2011-04-08,12.14,12.148214,11.926786,11.966429,377535200,10.246545
"1077",2011-04-11,11.930714,11.988214,11.786429,11.814286,398946800,10.116269
"1078",2011-04-12,11.803214,11.918929,11.792857,11.871429,425639200,10.165198
"1079",2011-04-13,11.965,12.005,11.875714,12.004643,346220000,10.279266
"1080",2011-04-14,11.957143,12,11.859286,11.872143,301800800,10.165808
"1081",2011-04-15,11.903571,11.915714,11.671429,11.695,453605600,10.014126
"1082",2011-04-18,11.646429,11.865357,11.434286,11.851786,609898800,10.148377
"1083",2011-04-19,11.896429,12.070714,11.846786,12.066429,419378400,10.332175
"1084",2011-04-20,12.268214,12.348214,12.196429,12.228929,700666400,10.471316
"1085",2011-04-21,12.678571,12.683214,12.447143,12.525,753810400,10.724833
"1086",2011-04-25,12.512143,12.633929,12.510714,12.6075,266546000,10.795478
"1087",2011-04-26,12.629286,12.678214,12.476786,12.515,338800000,10.716274
"1088",2011-04-27,12.58,12.583929,12.396429,12.505357,356213200,10.708015
"1089",2011-04-28,12.363929,12.491071,12.34,12.383929,360959200,10.60404
"1090",2011-04-29,12.385,12.641071,12.381071,12.504643,1006345200,10.707403
"1091",2011-05-02,12.490714,12.516786,12.339286,12.367143,442713600,10.589666
"1092",2011-05-03,12.428214,12.496071,12.343571,12.435714,313348000,10.648381
"1093",2011-05-04,12.437857,12.565357,12.388571,12.484643,389250400,10.690276
"1094",2011-05-05,12.442857,12.533929,12.358929,12.383929,335969200,10.60404
"1095",2011-05-06,12.488929,12.5,12.364643,12.380714,280134400,10.601286
"1096",2011-05-09,12.423571,12.471429,12.376071,12.414286,204747200,10.630031
"1097",2011-05-10,12.460357,12.488929,12.380714,12.480357,282091600,10.686604
"1098",2011-05-11,12.465,12.5,12.33,12.401071,3.36e+08,10.618717
"1099",2011-05-12,12.361429,12.397143,12.223929,12.3775,3.22e+08,10.598534
"1100",2011-05-13,12.345,12.366071,12.155357,12.160714,326116000,10.412908
"1101",2011-05-16,12.114286,12.186429,11.878571,11.903571,449775200,10.192723
"1102",2011-05-17,11.857143,12.005,11.811786,12.005,452334400,10.279572
"1103",2011-05-18,12.016786,12.180357,12,12.138214,334776400,10.393637
"1104",2011-05-19,12.217143,12.228929,12.095357,12.161786,261170000,10.413821
"1105",2011-05-20,12.127143,12.176786,11.965,11.972143,337968400,10.251437
"1106",2011-05-23,11.784643,11.999286,11.765,11.942857,383600000,10.226361
"1107",2011-05-24,11.982143,11.996429,11.833571,11.863929,321927200,10.158777
"1108",2011-05-25,11.908214,12.091429,11.8875,12.027857,294224000,10.299143
"1109",2011-05-26,11.998929,12.031786,11.943929,11.964286,222560800,10.24471
"1110",2011-05-27,11.957143,12.058214,11.939643,12.050357,203599200,10.31841
"1111",2011-05-31,12.182143,12.4225,12.178571,12.4225,417754400,10.637065
"1112",2011-06-01,12.459643,12.576071,12.308929,12.339643,554682800,10.566119
"1113",2011-06-02,12.375,12.427857,12.296429,12.360714,338783200,10.58416
"1114",2011-06-03,12.256429,12.333214,12.214643,12.265714,313250000,10.502815
"1115",2011-06-06,12.346429,12.394643,12.064643,12.072857,461941200,10.337677
"1116",2011-06-07,12.0775,12.079286,11.853571,11.858571,529785200,10.154188
"1117",2011-06-08,11.849286,11.957143,11.808929,11.865714,333723600,10.160306
"1118",2011-06-09,11.901786,11.916786,11.8125,11.838929,275088800,10.137373
"1119",2011-06-10,11.805357,11.845,11.625357,11.639286,433955200,9.966421
"1120",2011-06-13,11.685714,11.725357,11.609643,11.664286,329473200,9.987826
"1121",2011-06-14,11.785714,11.901786,11.761071,11.872857,334569200,10.166421
"1122",2011-06-15,11.776786,11.796429,11.602857,11.669643,399196000,9.992413
"1123",2011-06-16,11.675,11.738571,11.368929,11.612857,510591200,9.94379
"1124",2011-06-17,11.749643,11.758929,11.405714,11.437857,615020000,9.793942
"1125",2011-06-20,11.334286,11.346429,11.089286,11.261429,640645600,9.642873
"1126",2011-06-21,11.31,11.635714,11.257143,11.617857,493382400,9.948068
"1127",2011-06-22,11.612857,11.746429,11.513571,11.521786,390583200,9.865807
"1128",2011-06-23,11.390714,11.846071,11.361429,11.829643,559759200,10.129417
"1129",2011-06-24,11.834643,11.898214,11.610357,11.655357,439807200,9.98018
"1130",2011-06-27,11.699643,11.925,11.6875,11.858571,339813600,10.154188
"1131",2011-06-28,11.916071,12.025,11.908571,11.973571,294299600,10.25266
"1132",2011-06-29,12.001429,12.013214,11.852857,11.93,352545200,10.215349
"1133",2011-06-30,11.953571,12.004643,11.887143,11.988214,322954800,10.265195
"1134",2011-07-01,11.998214,12.267857,11.935714,12.259286,435313200,10.497309
"1135",2011-07-05,12.25,12.493929,12.232143,12.479643,355054000,10.685994
"1136",2011-07-06,12.4625,12.646429,12.3825,12.562857,444626000,10.757249
"1137",2011-07-07,12.666786,12.785714,12.642857,12.757143,399663600,10.923613
"1138",2011-07-08,12.619286,12.857143,12.578571,12.846786,489633200,11.000373
"1139",2011-07-11,12.726429,12.848929,12.600714,12.642857,442674400,10.82575
"1140",2011-07-12,12.626071,12.774286,12.450714,12.633929,451609200,10.818108
"1141",2011-07-13,12.7975,12.857143,12.727857,12.786429,391638800,10.94869
"1142",2011-07-14,12.893214,12.914643,12.726429,12.7775,430533600,10.941042
"1143",2011-07-15,12.898929,13.035714,12.8275,13.032857,484467200,11.159698
"1144",2011-07-18,13.051071,13.380357,13.045714,13.35,572653200,11.431258
"1145",2011-07-19,13.5,13.523214,13.332857,13.458929,819145600,11.524533
"1146",2011-07-20,14.147143,14.1525,13.785714,13.817857,941340400,11.831874
"1147",2011-07-21,13.819643,13.930714,13.710714,13.831786,526534400,11.843797
"1148",2011-07-22,13.868571,14.108929,13.848214,14.046429,516728800,12.027595
"1149",2011-07-25,13.941071,14.285714,13.915,14.232143,589806000,12.186614
"1150",2011-07-26,14.285714,14.446429,14.274286,14.4075,476582400,12.336769
"1151",2011-07-27,14.306786,14.38,14.005357,14.021071,659324400,12.005882
"1152",2011-07-28,13.986429,14.178214,13.861786,13.993571,594034000,11.982335
"1153",2011-07-29,13.844286,14.1125,13.714286,13.945714,632584400,11.941354
"1154",2011-08-01,14.206429,14.267857,14.013214,14.169643,612836000,12.133099
"1155",2011-08-02,14.201786,14.210714,13.869643,13.889643,639539600,11.893344
"1156",2011-08-03,13.963571,14.055357,13.651429,14.020357,732508000,12.00527
"1157",2011-08-04,13.9075,13.975714,13.476786,13.4775,871407600,11.540434
"1158",2011-08-05,13.587143,13.696429,12.948929,13.343571,1204590800,11.425756
"1159",2011-08-08,12.9175,13.134643,12.607857,12.614643,1143833600,10.801592
"1160",2011-08-09,12.903571,13.378929,12.678571,13.3575,1082583600,11.437684
"1161",2011-08-10,13.255357,13.380357,12.946429,12.988929,878656800,11.122085
"1162",2011-08-11,13.232857,13.408929,13.025714,13.346429,741969200,11.428203
"1163",2011-08-12,13.5025,13.558571,13.365357,13.463929,528976000,11.528817
"1164",2011-08-15,13.558214,13.748929,13.503214,13.693214,460544000,11.725147
"1165",2011-08-16,13.625714,13.691786,13.430714,13.588571,498750000,11.635541
"1166",2011-08-17,13.653929,13.732857,13.5,13.587143,442061200,11.634318
"1167",2011-08-18,13.244286,13.308929,12.906071,13.073214,851435200,11.194257
"1168",2011-08-19,12.934643,13.107143,12.714286,12.715357,775888400,10.887833
"1169",2011-08-22,13.018214,13.031429,12.681786,12.73,535315200,10.900371
"1170",2011-08-23,12.867857,13.344286,12.75,13.342857,656835200,11.425145
"1171",2011-08-24,13.338214,13.534286,13.235714,13.435,626267600,11.504045
"1172",2011-08-25,13.038571,13.408929,13.035714,13.347143,871346000,11.428816
"1173",2011-08-26,13.256071,13.707143,13.242857,13.699286,641477200,11.730345
"1174",2011-08-29,13.863571,13.982143,13.857143,13.9275,405269200,11.925759
"1175",2011-08-30,13.866071,13.994286,13.793214,13.928214,417922400,11.92637
"1176",2011-08-31,13.948929,14.002857,13.637857,13.743929,522586400,11.768571
"1177",2011-09-01,13.779286,13.833571,13.597143,13.608214,343725200,11.652359
"1178",2011-09-02,13.383571,13.5,13.279643,13.358929,438939200,11.43891
"1179",2011-09-06,13.120357,13.583214,13.088571,13.562143,509698000,11.612914
"1180",2011-09-07,13.77,13.771429,13.642857,13.711786,350576800,11.741051
"1181",2011-09-08,13.657143,13.878929,13.653929,13.719286,416158400,11.747472
"1182",2011-09-09,13.711786,13.785714,13.393571,13.481429,564813200,11.5438
"1183",2011-09-12,13.321429,13.602857,13.282143,13.569286,467832400,11.619029
"1184",2011-09-13,13.647857,13.793214,13.580357,13.736429,440560400,11.762149
"1185",2011-09-14,13.822143,14.0075,13.777143,13.903571,534724400,11.905268
"1186",2011-09-15,13.979643,14.059286,13.925,14.034286,417818800,12.017199
"1187",2011-09-16,14.126429,14.303571,14.108214,14.303571,698513200,12.247778
"1188",2011-09-19,14.178571,14.758214,14.114286,14.701071,823860800,12.588147
"1189",2011-09-20,14.830357,15.102143,14.685357,14.766071,775754000,12.643809
"1190",2011-09-21,14.987143,15.056786,14.714286,14.719286,605976000,12.603745
"1191",2011-09-22,14.3225,14.636429,14.167857,14.350714,968480800,12.288146
"1192",2011-09-23,14.295714,14.526429,14.280357,14.439286,546277200,12.363987
"1193",2011-09-26,14.280714,14.427857,13.975,14.398929,812876400,12.329432
"1194",2011-09-27,14.5975,14.616071,14.216429,14.259286,632497600,12.209859
"1195",2011-09-28,14.2925,14.419286,14.161071,14.178929,429637600,12.141052
"1196",2011-09-29,14.354286,14.364643,13.793214,13.948929,651086800,11.944107
"1197",2011-09-30,13.825714,13.888929,13.613571,13.618571,547640800,11.661231
"1198",2011-10-03,13.584643,13.665714,13.3275,13.378571,669099200,11.455726
"1199",2011-10-04,13.3775,13.635714,12.651429,13.303571,1233677200,11.391504
"1200",2011-10-05,13.137857,13.565,12.867857,13.508929,786469600,11.567348
"1201",2011-10-06,13.333214,13.742143,13.278571,13.4775,812582400,11.540434
"1202",2011-10-07,13.420714,13.490714,13.160357,13.207143,535458000,11.308936
"1203",2011-10-10,13.538929,13.886071,13.5075,13.886071,442514800,11.890285
"1204",2011-10-11,14.020357,14.399286,13.982143,14.296071,605687600,12.241358
"1205",2011-10-12,14.547857,14.616071,14.290714,14.363929,622286000,12.299462
"1206",2011-10-13,14.463571,14.586786,14.3875,14.586786,426185200,12.490291
"1207",2011-10-14,14.886786,15.071429,14.831071,15.071429,573367200,12.905276
"1208",2011-10-17,15.062143,15.239286,14.855,14.999643,686044800,12.843809
"1209",2011-10-18,15.062857,15.171786,14.856786,15.08,881602400,12.912614
"1210",2011-10-19,14.333929,14.586429,14.207143,14.236429,1104059600,12.190287
"1211",2011-10-20,14.285714,14.298214,14.078929,14.118214,549270400,12.089066
"1212",2011-10-21,14.217857,14.255,13.955357,14.031071,621244400,12.014444
"1213",2011-10-24,14.149286,14.517857,14.121429,14.491786,502138000,12.408942
"1214",2011-10-25,14.465357,14.519643,14.192143,14.206071,430427200,12.164289
"1215",2011-10-26,14.348571,14.376786,14.041071,14.307143,456304800,12.250837
"1216",2011-10-27,14.555714,14.607143,14.353214,14.453214,494664800,12.375913
"1217",2011-10-28,14.392857,14.5125,14.375357,14.4625,322842800,12.383865
"1218",2011-10-31,14.372143,14.618929,14.323214,14.456429,385501200,12.378667
"1219",2011-11-01,14.193214,14.267857,14.043571,14.161071,531790000,12.125758
"1220",2011-11-02,14.288929,14.301429,14.111071,14.193214,327350800,12.153284
"1221",2011-11-03,14.2525,14.407143,14.12,14.395357,441386400,12.326371
"1222",2011-11-04,14.358214,14.408571,14.255714,14.294286,302229200,12.239824
"1223",2011-11-07,14.2825,14.285714,14.1475,14.276071,270275600,12.224232
"1224",2011-11-08,14.364643,14.571429,14.341429,14.508214,400442000,12.423007
"1225",2011-11-09,14.1775,14.3175,14.079643,14.117143,558684000,12.088143
"1226",2011-11-10,14.179643,14.186071,13.648214,13.757857,744752400,11.780498
"1227",2011-11-11,13.8075,13.882143,13.580714,13.736429,653786000,11.762149
"1228",2011-11-14,13.697143,13.758929,13.507143,13.545,432905200,11.598235
"1229",2011-11-15,13.6,13.910714,13.551786,13.886786,430810800,11.890897
"1230",2011-11-16,13.901786,13.969286,13.725714,13.741786,349210400,11.766739
"1231",2011-11-17,13.713571,13.735,13.410714,13.478929,479900400,11.541659
"1232",2011-11-18,13.532857,13.571071,13.388571,13.390714,371938000,11.466123
"1233",2011-11-21,13.228571,13.274286,13.068214,13.178929,447980400,11.284778
"1234",2011-11-22,13.250714,13.4975,13.247857,13.446786,409021200,11.514133
"1235",2011-11-23,13.375357,13.422857,13.102857,13.106786,428271200,11.223004
"1236",2011-11-25,13.157857,13.255357,12.975714,12.984643,254760800,11.118414
"1237",2011-11-28,13.298214,13.454286,13.226071,13.432857,346413200,11.502209
"1238",2011-11-29,13.422857,13.529643,13.221429,13.328571,375855200,11.412912
"1239",2011-11-30,13.6175,13.652857,13.510714,13.65,405938400,11.688143
"1240",2011-12-01,13.662143,13.892857,13.598214,13.854643,387181200,11.863374
"1241",2011-12-02,13.9225,14.058214,13.877857,13.917857,379055600,11.9175
"1242",2011-12-05,14.053214,14.1575,13.9425,14.036071,357210000,12.018723
"1243",2011-12-06,14.018214,14.093929,13.906429,13.9625,283598000,11.955729
"1244",2011-12-07,13.926071,13.962143,13.812857,13.896071,304746400,11.898845
"1245",2011-12-08,13.980357,14.125,13.936786,13.952143,376356400,11.946862
"1246",2011-12-09,14.030357,14.072857,13.965357,14.057857,296993200,12.037378
"1247",2011-12-12,13.988571,14.067857,13.908929,13.994286,301067200,11.982945
"1248",2011-12-13,14.035714,14.121429,13.825,13.886071,338928800,11.890285
"1249",2011-12-14,13.810714,13.835,13.488571,13.578214,406887600,11.626674
"1250",2011-12-15,13.690357,13.705,13.511071,13.533571,256200000,11.588449
"1251",2011-12-16,13.584286,13.719643,13.556071,13.607857,421478400,11.652056
"1252",2011-12-19,13.659643,13.744643,13.588571,13.650357,235530400,11.68845
"1253",2011-12-20,13.848571,14.146429,13.830714,14.141071,337215200,12.108635
"1254",2011-12-21,14.1675,14.189286,14.000357,14.158929,262948000,12.123923
"1255",2011-12-22,14.178571,14.254643,14.146429,14.233929,202358800,12.188146
"1256",2011-12-23,14.274643,14.413929,14.2675,14.404643,269399200,12.334324
"1257",2011-12-27,14.396429,14.610357,14.393571,14.518929,265076000,12.432187
"1258",2011-12-28,14.531786,14.580357,14.333571,14.38,228662000,12.313222
"1259",2011-12-29,14.407143,14.4875,14.303929,14.468571,215978000,12.389061
"1260",2011-12-30,14.411071,14.51,14.410357,14.464286,179662000,12.385396
"1261",2012-01-03,14.621429,14.732143,14.607143,14.686786,302220800,12.575916
"1262",2012-01-04,14.642857,14.81,14.617143,14.765714,260022000,12.643497
"1263",2012-01-05,14.819643,14.948214,14.738214,14.929643,271269600,12.783866
"1264",2012-01-06,14.991786,15.098214,14.972143,15.085714,318292800,12.917509
"1265",2012-01-09,15.196429,15.276786,15.048214,15.061786,394024400,12.897017
"1266",2012-01-10,15.211071,15.214286,15.053571,15.115714,258196400,12.943198
"1267",2012-01-11,15.095714,15.101786,14.975357,15.091071,215084800,12.922096
"1268",2012-01-12,15.081429,15.103571,14.955357,15.049643,212587200,12.886621
"1269",2012-01-13,14.989286,15.016071,14.952143,14.993214,226021600,12.838303
"1270",2012-01-17,15.15,15.213929,15.105714,15.167857,242897200,12.987844
"1271",2012-01-18,15.248571,15.338214,15.225,15.325357,276791200,13.122708
"1272",2012-01-19,15.3625,15.406071,15.2325,15.276786,261738400,13.081117
"1273",2012-01-20,15.2675,15.267857,14.991071,15.010714,413974400,12.853286
"1274",2012-01-23,15.095357,15.301786,15.082143,15.264643,306062400,13.070721
"1275",2012-01-24,15.182143,15.182143,14.983929,15.014643,547638000,12.85665
"1276",2012-01-25,16.23,16.230356,15.8475,15.952143,958314000,13.659408
"1277",2012-01-26,16.012857,16.028214,15.826429,15.879643,323985200,13.597331
"1278",2012-01-27,15.869286,16.017143,15.848929,15.974286,299709200,13.678369
"1279",2012-01-30,15.918214,16.210714,15.906786,16.178928,379341200,13.853599
"1280",2012-01-31,16.27107,16.365713,16.18107,16.302856,391683600,13.959715
"1281",2012-02-01,16.371786,16.3925,16.269644,16.2925,270046000,13.950848
"1282",2012-02-02,16.282143,16.327499,16.213572,16.254286,186796400,13.918126
"1283",2012-02-03,16.332144,16.428572,16.27,16.417143,286599600,14.057576
"1284",2012-02-06,16.370714,16.606428,16.364286,16.570356,249412800,14.188772
"1285",2012-02-07,16.616072,16.776787,16.592142,16.743929,316223600,14.337392
"1286",2012-02-08,16.803572,17.028214,16.775,17.024286,407890000,14.577457
"1287",2012-02-09,17.17,17.741072,17.162857,17.613214,884214800,15.081742
"1288",2012-02-10,17.534286,17.772142,17.448214,17.622143,631302000,15.089382
"1289",2012-02-13,17.840357,17.993929,17.753214,17.950001,517216000,15.370122
"1290",2012-02-14,18.023571,18.19857,17.928572,18.195,460398400,15.579908
"1291",2012-02-15,18.366428,18.79607,17.746071,17.77393,1506120000,15.219357
"1292",2012-02-16,17.553572,18.031786,17.379642,17.936071,944552000,15.358191
"1293",2012-02-17,17.968214,18.134644,17.867857,17.932858,535805200,15.355447
"1294",2012-02-21,18.102858,18.387501,18.004286,18.387501,605595200,15.744738
"1295",2012-02-22,18.324286,18.410357,18.18107,18.322857,483302400,15.689387
"1296",2012-02-23,18.395714,18.493929,18.196428,18.442499,568027600,15.791838
"1297",2012-02-24,18.559643,18.674999,18.522858,18.657499,415072000,15.975938
"1298",2012-02-27,18.618214,18.875,18.438572,18.777143,547582000,16.078375
"1299",2012-02-28,18.855715,19.121786,18.780357,19.121786,600387200,16.373493
"1300",2012-02-29,19.341429,19.557501,19.132143,19.372856,952011200,16.588472
"1301",2012-03-01,19.577499,19.57893,19.241785,19.445356,683270000,16.650555
"1302",2012-03-02,19.437143,19.52857,19.375713,19.470715,431712400,16.672277
"1303",2012-03-05,19.479286,19.552856,18.785713,19.04143,809124400,16.30468
"1304",2012-03-06,18.702143,19.060356,18.436428,18.937857,810238800,16.215996
"1305",2012-03-07,19.171429,19.206429,18.689285,18.953215,798520800,16.229151
"1306",2012-03-08,19.096071,19.3925,19.004286,19.356787,516457200,16.574713
"1307",2012-03-09,19.436071,19.562143,19.396786,19.470358,418919200,16.671963
"1308",2012-03-12,19.606428,19.714287,19.535713,19.714287,407282400,16.880829
"1309",2012-03-13,19.912144,20.292143,19.848213,20.289286,690855200,17.373196
"1310",2012-03-14,20.644644,21.24,20.549999,21.056429,1418844000,18.030081
"1311",2012-03-15,21.414642,21.428928,20.6625,20.912857,1159718000,17.907145
"1312",2012-03-16,20.882856,21.042856,20.642857,20.913214,825487600,17.907438
"1313",2012-03-19,21.370358,21.491785,21.0375,21.467857,901236000,18.382376
"1314",2012-03-20,21.411072,21.674999,21.124287,21.64143,816662000,18.530996
"1315",2012-03-21,21.526428,21.773214,21.47893,21.517857,644042000,18.425188
"1316",2012-03-22,21.349285,21.589287,21.268929,21.405001,623870800,18.328545
"1317",2012-03-23,21.446072,21.492857,21.228571,21.2875,430488800,18.22794
"1318",2012-03-26,21.42107,21.683929,21.259287,21.677856,595742000,18.562183
"1319",2012-03-27,21.649286,22.01,21.645,21.945715,607129600,18.79155
"1320",2012-03-28,22.084999,22.194643,21.796785,22.057858,655460400,18.887568
"1321",2012-03-29,21.885,22.02,21.686787,21.780714,608238400,18.65027
"1322",2012-03-30,21.741785,21.805714,21.355,21.4125,731038000,18.33497
"1323",2012-04-02,21.493929,22.098928,21.442142,22.093929,598351600,18.918459
"1324",2012-04-03,22.40357,22.57893,22.2325,22.475714,834559600,19.245375
"1325",2012-04-04,22.298214,22.352142,22.035713,22.296785,572980800,19.092161
"1326",2012-04-05,22.392143,22.66643,22.264286,22.63143,641298000,19.37871
"1327",2012-04-09,22.361786,22.851429,22.332144,22.7225,597536800,19.456688
"1328",2012-04-10,22.854643,23,22.357143,22.444286,889725200,19.218464
"1329",2012-04-11,22.72143,22.745358,22.262142,22.364286,696614800,19.149965
"1330",2012-04-12,22.321428,22.547501,22.160713,22.241785,614336800,19.045067
"1331",2012-04-13,22.289642,22.310715,21.553928,21.615356,859644800,18.508675
"1332",2012-04-16,21.787857,21.795713,20.651787,20.718929,1050786800,17.741079
"1333",2012-04-17,20.67643,21.785713,20.425358,21.775,1025528000,18.645369
"1334",2012-04-18,21.918571,22.151787,21.525356,21.726429,954531200,18.603783
"1335",2012-04-19,21.436428,21.5975,20.875713,20.98,834719200,17.964624
"1336",2012-04-20,21.120714,21.236429,20.372143,20.463572,1030985200,17.522427
"1337",2012-04-23,20.378929,20.595358,19.879286,20.417856,966529200,17.483278
"1338",2012-04-24,20.093214,20.274643,19.821428,20.01,1076149200,17.134048
"1339",2012-04-25,21.987143,22.071428,21.642857,21.785713,905777600,18.654549
"1340",2012-04-26,21.938213,21.953215,21.504642,21.703571,536068400,18.584206
"1341",2012-04-27,21.609644,21.649286,21.446428,21.535713,406722400,18.440474
"1342",2012-04-30,21.35,21.371429,20.821428,20.856428,506144800,17.858826
"1343",2012-05-01,20.889286,21.312857,20.758215,20.790358,610999200,17.802242
"1344",2012-05-02,20.722857,20.978571,20.673571,20.927856,427389200,17.919979
"1345",2012-05-03,21.089287,21.121429,20.725,20.779285,390549600,17.792765
"1346",2012-05-04,20.610001,20.655714,20.184643,20.1875,529992400,17.28603
"1347",2012-05-07,20.053572,20.456072,20.043928,20.338572,460118400,17.41539
"1348",2012-05-08,20.342142,20.410713,19.954643,20.292143,497252000,17.375641
"1349",2012-05-09,20.132143,20.499287,20.030357,20.327856,480704000,17.406218
"1350",2012-05-10,20.520714,20.567142,20.30143,20.375713,333200000,17.447197
"1351",2012-05-11,20.178572,20.516787,20.155357,20.239643,399546000,17.330685
"1352",2012-05-14,20.091785,20.268213,19.914286,19.936428,352626400,17.071047
"1353",2012-05-15,20.051786,20.115,19.705357,19.756071,476336000,16.916611
"1354",2012-05-16,19.7875,19.888929,19.322857,19.502857,560896000,16.699795
"1355",2012-05-17,19.475357,19.553572,18.932858,18.932858,717220000,16.211714
"1356",2012-05-18,19.07,19.407499,18.649286,18.942142,732292400,16.219666
"1357",2012-05-21,19.089287,20.055,19.073214,20.045713,631106000,17.164625
"1358",2012-05-22,20.34107,20.495714,19.735001,19.891787,694870400,17.032822
"1359",2012-05-23,19.910713,20.457144,19.758215,20.377144,584897600,17.44842
"1360",2012-05-24,20.566786,20.589287,20.043928,20.190001,496230000,17.288172
"1361",2012-05-25,20.163929,20.208929,19.945356,20.081785,328507200,17.195517
"1362",2012-05-29,20.389286,20.5,20.189644,20.438213,380508800,17.500719
"1363",2012-05-30,20.328571,20.713928,20.234285,20.684643,529429600,17.711723
"1364",2012-05-31,20.740713,20.767857,20.409286,20.633215,491674400,17.66769
"1365",2012-06-01,20.327143,20.451786,20.018572,20.035357,520987600,17.15576
"1366",2012-06-04,20.053572,20.267857,19.589287,20.153214,556995600,17.256672
"1367",2012-06-05,20.045357,20.231071,19.940357,20.10107,388214400,17.212036
"1368",2012-06-06,20.2775,20.494642,20.196428,20.409286,401455600,17.475943
"1369",2012-06-07,20.6175,20.61857,20.375,20.418571,379766800,17.483894
"1370",2012-06-08,20.414286,20.735001,20.321428,20.725714,347516400,17.746895
"1371",2012-06-11,20.99,21.017857,20.379642,20.39893,591264800,17.467075
"1372",2012-06-12,20.51643,20.593571,20.239286,20.577143,435380400,17.619671
"1373",2012-06-13,20.518572,20.66,20.370714,20.434286,293580000,17.497353
"1374",2012-06-14,20.401428,20.482143,20.259287,20.411785,345573200,17.478083
"1375",2012-06-15,20.392857,20.522142,20.34107,20.504642,335255200,17.557596
"1376",2012-06-18,20.39143,20.996071,20.370358,20.920713,440412000,17.913868
"1377",2012-06-19,20.835714,21.071428,20.825001,20.97893,361404400,17.963717
"1378",2012-06-20,21.0075,21.044643,20.742857,20.919287,358943200,17.912647
"1379",2012-06-21,20.908571,21.007856,20.622856,20.631071,326351200,17.665854
"1380",2012-06-22,20.68,20.7925,20.550714,20.789286,284471600,17.801331
"1381",2012-06-25,20.617857,20.707144,20.370358,20.384644,304382400,17.454849
"1382",2012-06-26,20.404642,20.5175,20.261786,20.429644,276536400,17.493376
"1383",2012-06-27,20.535713,20.597857,20.425714,20.517857,202997200,17.568913
"1384",2012-06-28,20.416786,20.5,20.200357,20.323214,282836400,17.402245
"1385",2012-06-29,20.642857,20.857143,20.508928,20.857143,421500800,17.859428
"1386",2012-07-02,20.883215,21.195356,20.842857,21.161428,400092000,18.119982
"1387",2012-07-03,21.245714,21.428572,21.214287,21.407499,241712800,18.330687
"1388",2012-07-05,21.44857,21.940714,21.416071,21.783571,484383200,18.652708
"1389",2012-07-06,21.681786,21.73,21.485001,21.638571,418930400,18.528549
"1390",2012-07-09,21.617857,21.924999,21.575357,21.924643,379405600,18.773504
"1391",2012-07-10,22.070356,22.138214,21.618214,21.721786,511957600,18.5998
"1392",2012-07-11,21.647142,21.702143,21.329287,21.586786,469322000,18.484211
"1393",2012-07-12,21.437143,21.5525,21.167143,21.389286,428041600,18.315098
"1394",2012-07-13,21.53393,21.685356,21.428572,21.606071,311427200,18.500729
"1395",2012-07-16,21.611429,21.843571,21.607857,21.675358,301260400,18.560053
"1396",2012-07-17,21.813929,21.839287,21.541071,21.67643,293624800,18.560965
"1397",2012-07-18,21.663929,21.726429,21.555714,21.652143,252700000,18.540169
"1398",2012-07-19,21.831429,21.976786,21.642857,21.940001,436861600,18.78665
"1399",2012-07-20,21.893929,21.944286,21.560715,21.582144,397471200,18.480232
"1400",2012-07-23,21.228571,21.639286,20.989643,21.565357,487975600,18.465855
"1401",2012-07-24,21.692142,21.774286,21.375357,21.46143,565132400,18.376869
"1402",2012-07-25,20.51643,20.742857,20.357143,20.534643,877312800,17.583281
"1403",2012-07-26,20.705713,20.728571,20.370001,20.531429,406632800,17.580536
"1404",2012-07-27,20.536072,20.922501,20.413929,20.898571,403936400,17.894909
"1405",2012-07-30,21.104286,21.408571,20.99357,21.251072,379142400,18.196745
"1406",2012-07-31,21.543928,21.84643,21.525715,21.812857,462327600,18.677788
"1407",2012-08-01,21.996786,22.014286,21.535713,21.671785,384501600,18.55699
"1408",2012-08-02,21.530001,21.810356,21.4375,21.706785,332158400,18.58696
"1409",2012-08-03,21.915358,22.070715,21.841429,21.989286,344920800,18.828856
"1410",2012-08-06,22.04607,22.316786,21.973572,22.233929,302103200,19.038334
"1411",2012-08-07,22.241785,22.321428,22.072857,22.175358,290446800,18.98819
